precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,1,-100,0,4,-100,NA,-100,-100,2025-12-14,Violent
1,Rape,1,0,NA,1,1,0,16,15,6.7,-5.9,300,45.5,2025-12-14,Violent
1,Robbery,2,2,0,8,10,-20,147,140,5,17.6,59.8,-82.1,2025-12-14,Property
1,Felony Assault,6,1,500,13,10,30,154,186,-17.2,10.8,133.3,-11.5,2025-12-14,Violent
1,Burglary,4,5,-20,14,11,27.3,190,192,-1,-1.6,15.2,-78,2025-12-14,Property
1,Grand Larceny,26,34,-23.5,109,99,10.1,1181,1138,3.8,-6,15.2,-68.3,2025-12-14,Property
1,Motor Vehicle Theft,1,0,NA,2,2,0,34,43,-20.9,-54.1,-8.1,-96.1,2025-12-14,Property
1,Total Major Felonies,40,42,-4.8,147,134,9.7,1722,1718,0.2,-4.6,23.8,-73.4,2025-12-14,Combined Total
1,Transit System Crimes,3,0,NA,9,1,800,97,88,10.2,-10.2,47,NA,2025-12-14,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-12-14,Other/Mixed Category
1,Petty Theft,77,74,4.1,257,313,-17.9,3343,3711,-9.9,-16.6,105.3,NA,2025-12-14,Property
1,Retail Theft,68,77,-11.7,253,305,-17,3249,3595,-9.6,-19,NA,NA,2025-12-14,Other/Mixed Category
1,Misdemeanor Assault,6,8,-25,29,28,3.6,430,430,0,10.3,70.6,NA,2025-12-14,Violent
1,Rape (FBI/UCR Definition),1,0,NA,1,1,0,19,19,0,-5,NA,NA,2025-12-14,Violent
1,Other Sex Crimes,2,1,100,4,4,0,97,95,2.1,4.3,NA,NA,2025-12-14,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,1,-100,0,3,-100,NA,-100,-100,2025-12-14,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,1,-100,0,3,-100,NA,-100,-100,2025-12-14,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,3,3,0,-50,200,-66.7,2025-12-14,Violent
5,Rape,0,0,NA,3,2,50,22,19,15.8,266.7,120,100,2025-12-14,Violent
5,Robbery,2,5,-60,11,8,37.5,140,155,-9.7,27.3,37.3,-82.2,2025-12-14,Property
5,Felony Assault,5,6,-16.7,25,14,78.6,284,230,23.5,53.5,118.5,-2.1,2025-12-14,Violent
5,Burglary,5,4,25,12,11,9.1,125,151,-17.2,-23.3,1.6,-83.2,2025-12-14,Property
5,Grand Larceny,7,4,75,54,47,14.9,686,727,-5.6,-1.9,22.3,-54.8,2025-12-14,Property
5,Motor Vehicle Theft,0,0,NA,1,0,NA,21,24,-12.5,-50,50,-93.4,2025-12-14,Property
5,Total Major Felonies,19,19,0,106,82,29.3,1281,1309,-2.1,5.8,36.1,-65.1,2025-12-14,Combined Total
5,Transit System Crimes,1,1,0,3,4,-25,60,60,0,39.5,0,NA,2025-12-14,Other/Mixed Category
5,Housing System Crimes,2,1,100,4,3,33.3,60,42,42.9,62.2,53.8,NA,2025-12-14,Other/Mixed Category
5,Petty Theft,25,27,-7.4,76,91,-16.5,1220,1417,-13.9,18.3,2.3,NA,2025-12-14,Property
5,Retail Theft,11,21,-47.6,47,77,-39,909,1257,-27.7,46.4,NA,NA,2025-12-14,Other/Mixed Category
5,Misdemeanor Assault,9,5,80,31,39,-20.5,418,435,-3.9,14.2,56,NA,2025-12-14,Violent
5,Rape (FBI/UCR Definition),0,0,NA,3,2,50,27,28,-3.6,107.7,NA,NA,2025-12-14,Violent
5,Other Sex Crimes,4,3,33.3,9,7,28.6,86,81,6.2,38.7,NA,NA,2025-12-14,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,1,5,-80,-87.5,0,-95.7,2025-12-14,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,1,3,-66.7,-87.5,0,-95.5,2025-12-14,Other/Mixed Category
6,Murder,0,1,-100,0,1,-100,2,1,100,100,100,100,2025-12-14,Violent
6,Rape,0,0,NA,0,1,-100,10,8,25,25,-23.1,-16.7,2025-12-14,Violent
6,Robbery,2,2,0,6,11,-45.5,119,161,-26.1,-36.7,-16.8,-85.6,2025-12-14,Property
6,Felony Assault,3,6,-50,5,11,-54.5,146,168,-13.1,-23.6,57,-50.8,2025-12-14,Violent
6,Burglary,5,7,-28.6,17,22,-22.7,167,241,-30.7,-39.9,-4,-78.5,2025-12-14,Property
6,Grand Larceny,16,19,-15.8,84,87,-3.4,1032,1142,-9.6,-19.3,2.2,-58.2,2025-12-14,Property
6,Motor Vehicle Theft,0,0,NA,1,1,0,28,31,-9.7,-37.8,-33.3,-96.3,2025-12-14,Property
6,Total Major Felonies,26,35,-25.7,113,134,-15.7,1504,1752,-14.2,-24.4,1.9,-70.7,2025-12-14,Combined Total
6,Transit System Crimes,0,1,-100,1,9,-88.9,42,44,-4.5,0,-12.5,NA,2025-12-14,Other/Mixed Category
