precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2026-03-15,Violent
1,Rape,0,0,NA,0,0,NA,0,5,-100,-100,NA,-100,2026-03-15,Violent
1,Robbery,2,1,100,4,11,-63.6,23,24,-4.2,-14.8,130,-88.1,2026-03-15,Property
1,Felony Assault,4,4,0,20,14,42.9,48,24,100,71.4,300,29.7,2026-03-15,Violent
1,Burglary,4,6,-33.3,19,13,46.2,33,35,-5.7,-38.9,-21.4,-81.8,2026-03-15,Property
1,Grand Larceny,23,29,-20.7,72,106,-32.1,225,262,-14.1,6.1,3.2,-66.1,2026-03-15,Property
1,Motor Vehicle Theft,1,0,NA,3,2,50,7,5,40,133.3,133.3,-96.2,2026-03-15,Property
1,Total Major Felonies,34,40,-15,118,146,-19.2,336,355,-5.4,1.8,17.9,-73.5,2026-03-15,Combined Total
1,Transit System Crimes,1,4,-75,3,13,-76.9,6,23,-73.9,-57.1,-66.7,NA,2026-03-15,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-03-15,Other/Mixed Category
1,Petty Theft,40,66,-39.4,162,272,-40.4,501,713,-29.7,-39.3,70.4,NA,2026-03-15,Property
1,Retail Theft,35,66,-47,145,278,-47.8,494,718,-31.2,-40.3,NA,NA,2026-03-15,Other/Mixed Category
1,Misdemeanor Assault,3,9,-66.7,28,29,-3.4,68,88,-22.7,-16,33.3,NA,2026-03-15,Violent
1,Rape (FBI/UCR Definition),0,1,-100,0,2,-100,0,7,-100,-100,NA,NA,2026-03-15,Violent
1,Other Sex Crimes,0,5,-100,1,8,-87.5,11,15,-26.7,-50,NA,NA,2026-03-15,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-15,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-15,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-15,Violent
5,Rape,2,0,NA,2,1,100,4,3,33.3,300,300,100,2026-03-15,Violent
5,Robbery,2,3,-33.3,9,12,-25,29,26,11.5,70.6,61.1,-77.2,2026-03-15,Property
5,Felony Assault,8,7,14.3,17,19,-10.5,48,33,45.5,2.1,108.7,4.3,2026-03-15,Violent
5,Burglary,5,1,400,18,4,350,42,17,147.1,5,7.7,-73.6,2026-03-15,Property
5,Grand Larceny,10,14,-28.6,50,50,0,131,140,-6.4,-16,28.4,-51.1,2026-03-15,Property
5,Motor Vehicle Theft,0,0,NA,0,1,-100,1,5,-80,-87.5,-66.7,-98.7,2026-03-15,Property
5,Total Major Felonies,27,25,8,96,87,10.3,255,224,13.8,-5.2,37.1,-62.5,2026-03-15,Combined Total
5,Transit System Crimes,3,1,200,3,9,-66.7,17,15,13.3,70,183.3,NA,2026-03-15,Other/Mixed Category
5,Housing System Crimes,4,2,100,8,4,100,13,12,8.3,0,85.7,NA,2026-03-15,Other/Mixed Category
5,Petty Theft,20,12,66.7,88,54,63,224,243,-7.8,-19.4,24.4,NA,2026-03-15,Property
5,Retail Theft,13,8,62.5,61,35,74.3,157,183,-14.2,-34.6,NA,NA,2026-03-15,Other/Mixed Category
5,Misdemeanor Assault,11,9,22.2,29,32,-9.4,76,75,1.3,-1.3,61.7,NA,2026-03-15,Violent
5,Rape (FBI/UCR Definition),2,0,NA,3,1,200,8,3,166.7,166.7,NA,NA,2026-03-15,Violent
5,Other Sex Crimes,0,0,NA,5,5,0,16,8,100,6.7,NA,NA,2026-03-15,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-15,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-03-15,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-03-15,Violent
