precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-10-05,Violent
1,Rape,1,0,NA,1,0,NA,14,12,16.7,7.7,600,27.3,2025-10-05,Violent
1,Robbery,5,3,66.7,11,16,-31.2,123,105,17.1,20.6,89.2,-81.3,2025-10-05,Property
1,Felony Assault,0,3,-100,8,11,-27.3,120,157,-23.6,10.1,114.3,-16.7,2025-10-05,Violent
1,Burglary,3,2,50,13,13,0,141,167,-15.6,-6.6,2.2,-78.5,2025-10-05,Property
1,Grand Larceny,19,22,-13.6,107,108,-0.9,903,877,3,-6.8,10.5,-69.9,2025-10-05,Property
1,Motor Vehicle Theft,0,0,NA,4,7,-42.9,29,36,-19.4,-50.8,-9.4,-95.9,2025-10-05,Property
1,Total Major Felonies,28,30,-6.7,144,155,-7.1,1330,1357,-2,-5.2,19.6,-74.3,2025-10-05,Combined Total
1,Transit System Crimes,2,1,100,5,12,-58.3,75,76,-1.3,-2.6,53.1,NA,2025-10-05,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-10-05,Other/Mixed Category
1,Petty Theft,82,74,10.8,288,314,-8.3,2646,2954,-10.4,-12.5,98.1,NA,2025-10-05,Property
1,Retail Theft,77,62,24.2,271,290,-6.6,2576,2859,-9.9,-15.4,NA,NA,2025-10-05,Other/Mixed Category
1,Misdemeanor Assault,10,8,25,37,32,15.6,334,348,-4,12.1,75.8,NA,2025-10-05,Violent
1,Rape (FBI/UCR Definition),1,0,NA,1,2,-50,17,16,6.2,6.2,NA,NA,2025-10-05,Violent
1,Other Sex Crimes,2,3,-33.3,9,5,80,81,84,-3.6,9.5,NA,NA,2025-10-05,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-10-05,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-10-05,Other/Mixed Category
5,Murder,1,0,NA,1,1,0,3,1,200,-25,200,-50,2025-10-05,Violent
5,Rape,1,0,NA,3,6,-50,17,13,30.8,240,142.9,112.5,2025-10-05,Violent
5,Robbery,4,3,33.3,15,10,50,117,118,-0.8,27.2,60.3,-81.4,2025-10-05,Property
5,Felony Assault,3,5,-40,29,29,0,213,179,19,41.1,113,-3.2,2025-10-05,Violent
5,Burglary,2,5,-60,7,14,-50,94,112,-16.1,-29.9,0,-83.7,2025-10-05,Property
5,Grand Larceny,11,19,-42.1,54,76,-28.9,523,594,-12,-5.6,24.5,-57.7,2025-10-05,Property
5,Motor Vehicle Theft,0,0,NA,2,1,100,17,21,-19,-48.5,41.7,-93.4,2025-10-05,Property
5,Total Major Felonies,22,32,-31.2,111,137,-19,984,1038,-5.2,1.1,39.2,-66.5,2025-10-05,Combined Total
5,Transit System Crimes,0,0,NA,1,7,-85.7,47,49,-4.1,67.9,2.2,NA,2025-10-05,Other/Mixed Category
5,Housing System Crimes,2,1,100,6,2,200,48,34,41.2,71.4,71.4,NA,2025-10-05,Other/Mixed Category
5,Petty Theft,28,36,-22.2,108,174,-37.9,1018,1130,-9.9,24.8,15.3,NA,2025-10-05,Property
5,Retail Theft,16,33,-51.5,72,164,-56.1,749,1000,-25.1,46,NA,NA,2025-10-05,Other/Mixed Category
5,Misdemeanor Assault,6,7,-14.3,42,37,13.5,343,351,-2.3,21.2,59.5,NA,2025-10-05,Violent
5,Rape (FBI/UCR Definition),1,1,0,4,8,-50,22,22,0,100,NA,NA,2025-10-05,Violent
5,Other Sex Crimes,2,4,-50,10,10,0,63,66,-4.5,28.6,NA,NA,2025-10-05,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,1,-100,1,3,-66.7,-85.7,0,-93.8,2025-10-05,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,1,-100,1,2,-50,-85.7,0,-93.3,2025-10-05,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,1,0,NA,0,NA,0,2025-10-05,Violent
6,Rape,1,0,NA,2,2,0,7,5,40,0,-22.2,-36.4,2025-10-05,Violent
6,Robbery,5,7,-28.6,15,17,-11.8,91,135,-32.6,-36.4,-14.2,-86.1,2025-10-05,Property
6,Felony Assault,4,4,0,21,19,10.5,124,136,-8.8,-24.4,74.6,-47.7,2025-10-05,Violent
6,Burglary,3,6,-50,17,22,-22.7,127,196,-35.2,-42.3,-8.6,-80.5,2025-10-05,Property
6,Grand Larceny,26,32,-18.8,101,126,-19.8,782,879,-11,-20.3,-1.5,-59.3,2025-10-05,Property
6,Motor Vehicle Theft,2,0,NA,5,3,66.7,19,30,-36.7,-52.5,-38.7,-96.6,2025-10-05,Property
6,Total Major Felonies,41,49,-16.3,161,189,-14.8,1151,1381,-16.7,-26,0.1,-71.5,2025-10-05,Combined Total
6,Transit System Crimes,1,1,0,3,2,50,35,32,9.4,6.1,-7.9,NA,2025-10-05,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-10-05,Other/Mixed Category
6,Petty Theft,32,24,33.3,166,162,2.5,1177,1415,-16.8,-26.5,2.6,NA,2025-10-05,Property
6,Retail Theft,29,17,70.6,131,120,9.2,887,1116,-20.5,-27.7,NA,NA,2025-10-05,Other/Mixed Category
6,Misdemeanor Assault,6,4,50,33,34,-2.9,283,284,-0.4,-14.2,48.2,NA,2025-10-05,Violent
6,Rape (FBI/UCR Definition),1,0,NA,2,2,0,10,9,11.1,-16.7,NA,NA,2025-10-05,Violent
6,Other Sex Crimes,2,1,100,8,4,100,61,53,15.1,24.5,NA,NA,2025-10-05,Other/Mixed Category
6,Shooting Victims,0,0,NA,0,0,NA,4,1,300,NA,300,-42.9,2025-10-05,Other/Mixed Category
6,Shooting Incidents,0,0,NA,0,0,NA,3,1,200,NA,200,-57.1,2025-10-05,Other/Mixed Category
7,Murder,0,0,NA,0,0,NA,2,0,NA,0,100,-75,2025-10-05,Violent
7,Rape,0,0,NA,0,2,-100,9,9,0,12.5,28.6,-43.8,2025-10-05,Violent
7,Robbery,6,4,50,8,11,-27.3,98,82,19.5,-5.8,-7.5,-83.9,2025-10-05,Property
7,Felony Assault,3,7,-57.1,18,16,12.5,166,180,-7.8,0,61.2,-5.1,2025-10-05,Violent
7,Burglary,1,0,NA,10,3,233.3,72,91,-20.9,-47.4,1.4,-75.2,2025-10-05,Property
7,Grand Larceny,10,15,-33.3,35,55,-36.4,335,394,-15,-26,64.2,-5.9,2025-10-05,Property
7,Motor Vehicle Theft,0,0,NA,2,4,-50,24,42,-42.9,-47.8,-42.9,-91.9,2025-10-05,Property
7,Total Major Felonies,20,26,-23.1,73,91,-19.8,706,798,-11.5,-22.9,32.2,-59.7,2025-10-05,Combined Total
7,Transit System Crimes,0,0,NA,1,2,-50,21,18,16.7,50,61.5,NA,2025-10-05,Other/Mixed Category
7,Housing System Crimes,7,5,40,13,15,-13.3,135,164,-17.7,7.1,32.4,NA,2025-10-05,Other/Mixed Category
7,Petty Theft,37,30,23.3,125,130,-3.8,1013,1059,-4.3,7.8,78.3,NA,2025-10-05,Property
7,Retail Theft,24,17,41.2,79,91,-13.2,599,712,-15.9,15.6,NA,NA,2025-10-05,Other/Mixed Category
7,Misdemeanor Assault,9,7,28.6,31,39,-20.5,314,326,-3.7,-9,23.6,NA,2025-10-05,Violent
7,Rape (FBI/UCR Definition),0,0,NA,0,3,-100,11,16,-31.2,-35.3,NA,NA,2025-10-05,Violent
7,Other Sex Crimes,0,2,-100,4,2,100,38,31,22.6,2.7,NA,NA,2025-10-05,Other/Mixed Category
7,Shooting Victims,0,1,-100,2,1,100,8,5,60,-11.1,100,-42.9,2025-10-05,Other/Mixed Category
7,Shooting Incidents,0,1,-100,1,1,0,5,5,0,-37.5,66.7,-58.3,2025-10-05,Other/Mixed Category
9,Murder,0,0,NA,0,0,NA,1,2,-50,0,-66.7,-90.9,2025-10-05,Violent
9,Rape,0,1,-100,0,1,-100,13,15,-13.3,-23.5,18.2,-56.7,2025-10-05,Violent
9,Robbery,1,2,-50,8,9,-11.1,95,98,-3.1,-37.1,-34.5,-86.8,2025-10-05,Property
9,Felony Assault,4,6,-33.3,11,16,-31.2,151,156,-3.2,-15.6,29.1,-66.1,2025-10-05,Violent
9,Burglary,2,3,-33.3,9,13,-30.8,123,122,0.8,-39.4,-28.9,-82.3,2025-10-05,Property
9,Grand Larceny,15,17,-11.8,61,69,-11.6,604,574,5.2,-22.4,2.5,-50.4,2025-10-05,Property
9,Motor Vehicle Theft,1,1,0,3,4,-25,30,31,-3.2,-14.3,-25,-92.9,2025-10-05,Property
9,Total Major Felonies,23,30,-23.3,92,112,-17.9,1017,998,1.9,-25.4,-5.7,-71.3,2025-10-05,Combined Total
9,Transit System Crimes,0,0,NA,0,2,-100,11,8,37.5,22.2,-42.1,NA,2025-10-05,Other/Mixed Category
9,Housing System Crimes,1,5,-80,6,11,-45.5,103,69,49.3,2,10.8,NA,2025-10-05,Other/Mixed Category
9,Petty Theft,47,38,23.7,183,125,46.4,1209,1150,5.1,6.1,-8.3,NA,2025-10-05,Property
9,Retail Theft,31,23,34.8,116,71,63.4,613,670,-8.5,-5.5,NA,NA,2025-10-05,Other/Mixed Category
9,Misdemeanor Assault,8,16,-50,26,45,-42.2,343,322,6.5,-4.2,-5,NA,2025-10-05,Violent
9,Rape (FBI/UCR Definition),0,1,-100,0,1,-100,14,18,-22.2,-51.7,NA,NA,2025-10-05,Violent
9,Other Sex Crimes,0,1,-100,3,6,-50,36,56,-35.7,-21.7,NA,NA,2025-10-05,Other/Mixed Category
9,Shooting Victims,0,0,NA,0,0,NA,4,6,-33.3,33.3,-33.3,-84,2025-10-05,Other/Mixed Category
9,Shooting Incidents,0,0,NA,0,0,NA,2,4,-50,-33.3,-66.7,-90,2025-10-05,Other/Mixed Category
10,Murder,0,0,NA,0,0,NA,1,0,NA,NA,0,-80,2025-10-05,Violent
10,Rape,0,0,NA,0,0,NA,12,10,20,200,100,-42.9,2025-10-05,Violent
10,Robbery,1,4,-75,6,10,-40,82,84,-2.4,-22.6,5.1,-82.8,2025-10-05,Property
10,Felony Assault,5,2,150,11,11,0,118,98,20.4,-6.3,19.2,-38.2,2025-10-05,Violent
