precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2026-04-05,Violent
1,Rape,1,1,0,1,3,-66.7,1,8,-87.5,-80,NA,-50,2026-04-05,Violent
1,Robbery,1,6,-83.3,5,14,-64.3,26,37,-29.7,-16.1,85.7,-89.8,2026-04-05,Property
1,Felony Assault,6,6,0,13,15,-13.3,58,35,65.7,38.1,383.3,23.4,2026-04-05,Violent
1,Burglary,1,8,-87.5,13,17,-23.5,42,46,-8.7,-33.3,-20.8,-81.6,2026-04-05,Property
1,Grand Larceny,30,20,50,108,97,11.3,310,330,-6.1,12.3,14.8,-64.3,2026-04-05,Property
1,Motor Vehicle Theft,3,1,200,8,4,100,14,9,55.6,75,250,-93.8,2026-04-05,Property
1,Total Major Felonies,42,42,0,148,150,-1.3,451,465,-3,5.9,27.8,-72.4,2026-04-05,Combined Total
1,Transit System Crimes,3,3,0,6,13,-53.8,12,32,-62.5,-33.3,-36.8,NA,2026-04-05,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-04-05,Other/Mixed Category
1,Petty Theft,46,60,-23.3,184,274,-32.8,643,921,-30.2,-38.8,60.3,NA,2026-04-05,Property
1,Retail Theft,42,53,-20.8,162,260,-37.7,620,912,-32,-40.7,NA,NA,2026-04-05,Other/Mixed Category
1,Misdemeanor Assault,7,5,40,35,42,-16.7,100,121,-17.4,-10.7,58.7,NA,2026-04-05,Violent
1,Rape (FBI/UCR Definition),1,1,0,1,4,-75,1,10,-90,-83.3,NA,NA,2026-04-05,Violent
1,Other Sex Crimes,0,5,-100,4,13,-69.2,15,23,-34.8,-40,NA,NA,2026-04-05,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-04-05,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-04-05,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-04-05,Violent
5,Rape,1,0,NA,4,1,300,6,4,50,500,500,100,2026-04-05,Violent
5,Robbery,2,5,-60,11,12,-8.3,38,35,8.6,52,72.7,-78.7,2026-04-05,Property
5,Felony Assault,4,4,0,18,18,0,59,44,34.1,1.7,43.9,0,2026-04-05,Violent
5,Burglary,1,2,-50,13,8,62.5,51,24,112.5,10.9,18.6,-75.2,2026-04-05,Property
5,Grand Larceny,13,8,62.5,56,45,24.4,176,171,2.9,-7.4,35.4,-51,2026-04-05,Property
5,Motor Vehicle Theft,0,0,NA,0,0,NA,1,5,-80,-90,-75,-98.9,2026-04-05,Property
