precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-11-09,Violent
1,Rape,1,0,NA,1,0,NA,16,13,23.1,0,300,45.5,2025-11-09,Violent
1,Robbery,3,5,-40,7,14,-50,133,126,5.6,15.7,77.3,-81.9,2025-11-09,Property
1,Felony Assault,6,1,500,14,8,75,138,173,-20.2,11.3,133.9,-12.7,2025-11-09,Violent
1,Burglary,2,1,100,17,8,112.5,166,176,-5.7,-1.2,11.4,-77.8,2025-11-09,Property
1,Grand Larceny,32,23,39.1,123,98,25.5,1047,1005,4.2,-7.8,12.1,-69.1,2025-11-09,Property
1,Motor Vehicle Theft,0,3,-100,1,4,-75,31,41,-24.4,-51.6,-11.4,-96.1,2025-11-09,Property
1,Total Major Felonies,44,33,33.3,163,132,23.5,1531,1537,-0.4,-5.7,21.7,-73.8,2025-11-09,Combined Total
1,Transit System Crimes,3,4,-25,7,9,-22.2,85,87,-2.3,-7.6,51.8,NA,2025-11-09,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-11-09,Other/Mixed Category
1,Petty Theft,67,59,13.6,287,274,4.7,3017,3315,-9,-14.4,106.2,NA,2025-11-09,Property
1,Retail Theft,57,62,-8.1,267,260,2.7,2928,3204,-8.6,-17.6,NA,NA,2025-11-09,Other/Mixed Category
1,Misdemeanor Assault,7,7,0,49,39,25.6,393,393,0,9.8,79.5,NA,2025-11-09,Violent
1,Rape (FBI/UCR Definition),1,0,NA,1,0,NA,19,17,11.8,0,NA,NA,2025-11-09,Violent
1,Other Sex Crimes,4,2,100,7,5,40,91,91,0,5.8,NA,NA,2025-11-09,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-11-09,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-11-09,Other/Mixed Category
5,Murder,0,1,-100,0,1,-100,3,3,0,-25,200,-57.1,2025-11-09,Violent
5,Rape,0,1,-100,1,3,-66.7,17,17,0,240,88.9,88.9,2025-11-09,Violent
5,Robbery,1,1,0,6,18,-66.7,123,142,-13.4,21.8,35.2,-82.7,2025-11-09,Property
5,Felony Assault,16,4,300,39,24,62.5,258,206,25.2,57.3,124.3,2,2025-11-09,Violent
5,Burglary,1,4,-75,8,18,-55.6,106,132,-19.7,-30.3,-1.9,-83.9,2025-11-09,Property
5,Grand Larceny,16,17,-5.9,77,65,18.5,612,667,-8.2,-2.1,21.7,-55.9,2025-11-09,Property
5,Motor Vehicle Theft,0,1,-100,0,3,-100,18,24,-25,-48.6,50,-93.7,2025-11-09,Property
5,Total Major Felonies,34,29,17.2,131,132,-0.8,1137,1191,-4.5,4.7,35.5,-65.7,2025-11-09,Combined Total
5,Transit System Crimes,1,2,-50,5,6,-16.7,53,55,-3.6,43.2,-1.9,NA,2025-11-09,Other/Mixed Category
5,Housing System Crimes,0,0,NA,4,4,0,55,38,44.7,77.4,57.1,NA,2025-11-09,Other/Mixed Category
5,Petty Theft,27,41,-34.1,86,143,-39.9,1126,1304,-13.7,22.3,9.7,NA,2025-11-09,Property
5,Retail Theft,23,39,-41,80,130,-38.5,846,1161,-27.1,52.2,NA,NA,2025-11-09,Other/Mixed Category
5,Misdemeanor Assault,4,4,0,26,28,-7.1,376,391,-3.8,13.6,52.2,NA,2025-11-09,Violent
5,Rape (FBI/UCR Definition),1,1,0,2,3,-33.3,22,26,-15.4,100,NA,NA,2025-11-09,Violent
5,Other Sex Crimes,1,2,-50,9,5,80,74,72,2.8,27.6,NA,NA,2025-11-09,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,1,5,-80,-85.7,0,-94.7,2025-11-09,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,1,3,-66.7,-85.7,0,-94.4,2025-11-09,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,1,0,NA,0,NA,0,2025-11-09,Violent
6,Rape,2,0,NA,3,2,50,10,7,42.9,25,-16.7,-9.1,2025-11-09,Violent
6,Robbery,2,3,-33.3,14,8,75,112,149,-24.8,-32.1,-12.5,-85,2025-11-09,Property
6,Felony Assault,2,3,-33.3,12,13,-7.7,140,153,-8.5,-20.5,70.7,-46.4,2025-11-09,Violent
6,Burglary,2,4,-50,11,18,-38.9,146,219,-33.3,-42.1,-4.6,-79.5,2025-11-09,Property
6,Grand Larceny,29,23,26.1,101,129,-21.7,914,1026,-10.9,-20.9,1.4,-59.1,2025-11-09,Property
6,Motor Vehicle Theft,3,0,NA,5,0,NA,25,30,-16.7,-41.9,-35.9,-96.2,2025-11-09,Property
6,Total Major Felonies,40,33,21.2,146,170,-14.1,1348,1584,-14.9,-25.1,2.5,-70.9,2025-11-09,Combined Total
6,Transit System Crimes,0,0,NA,3,2,50,39,34,14.7,-2.5,-7.1,NA,2025-11-09,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-11-09,Other/Mixed Category
6,Petty Theft,25,47,-46.8,138,155,-11,1340,1608,-16.7,-26.1,2.6,NA,2025-11-09,Property
6,Retail Theft,15,39,-61.5,97,115,-15.7,1013,1260,-19.6,-27.2,NA,NA,2025-11-09,Other/Mixed Category
6,Misdemeanor Assault,5,10,-50,38,45,-15.6,323,341,-5.3,-13.6,41.7,NA,2025-11-09,Violent
6,Rape (FBI/UCR Definition),2,0,NA,3,3,0,13,12,8.3,-13.3,NA,NA,2025-11-09,Violent
6,Other Sex Crimes,3,4,-25,7,7,0,69,60,15,21.1,NA,NA,2025-11-09,Other/Mixed Category
6,Shooting Victims,0,0,NA,0,0,NA,4,1,300,NA,33.3,-60,2025-11-09,Other/Mixed Category
6,Shooting Incidents,0,0,NA,0,0,NA,3,1,200,NA,50,-70,2025-11-09,Other/Mixed Category
7,Murder,0,0,NA,0,0,NA,2,0,NA,0,100,-75,2025-11-09,Violent
7,Rape,0,1,-100,0,1,-100,10,10,0,11.1,25,-37.5,2025-11-09,Violent
7,Robbery,3,3,0,7,6,16.7,106,91,16.5,-8.6,-11.7,-85,2025-11-09,Property
7,Felony Assault,6,4,50,14,20,-30,185,206,-10.2,-2.1,59.5,-7.5,2025-11-09,Violent
7,Burglary,0,4,-100,4,8,-50,82,99,-17.2,-46.1,-3.5,-75.7,2025-11-09,Property
7,Grand Larceny,7,11,-36.4,32,42,-23.8,376,447,-15.9,-27.4,56.7,-5.3,2025-11-09,Property
7,Motor Vehicle Theft,2,1,100,5,4,25,30,49,-38.8,-44.4,-34.8,-91.2,2025-11-09,Property
7,Total Major Felonies,18,24,-25,62,81,-23.5,791,902,-12.3,-23.9,28.4,-60.5,2025-11-09,Combined Total
7,Transit System Crimes,0,0,NA,2,0,NA,23,18,27.8,43.8,43.8,NA,2025-11-09,Other/Mixed Category
7,Housing System Crimes,6,4,50,14,19,-26.3,150,189,-20.6,1.4,27.1,NA,2025-11-09,Other/Mixed Category
7,Petty Theft,27,39,-30.8,88,126,-30.2,1123,1228,-8.6,3.7,71.2,NA,2025-11-09,Property
7,Retail Theft,18,21,-14.3,52,73,-28.8,658,813,-19.1,7.2,NA,NA,2025-11-09,Other/Mixed Category
7,Misdemeanor Assault,12,7,71.4,41,44,-6.8,364,387,-5.9,-6.9,30.9,NA,2025-11-09,Violent
7,Rape (FBI/UCR Definition),0,1,-100,0,1,-100,12,17,-29.4,-33.3,NA,NA,2025-11-09,Violent
7,Other Sex Crimes,2,1,100,3,2,50,42,35,20,-4.5,NA,NA,2025-11-09,Other/Mixed Category
7,Shooting Victims,0,0,NA,0,0,NA,8,6,33.3,-11.1,14.3,-50,2025-11-09,Other/Mixed Category
7,Shooting Incidents,0,0,NA,0,0,NA,5,6,-16.7,-37.5,25,-64.3,2025-11-09,Other/Mixed Category
9,Murder,0,0,NA,0,0,NA,1,2,-50,0,-75,-93.3,2025-11-09,Violent
9,Rape,0,1,-100,1,1,0,15,16,-6.2,-16.7,25,-54.5,2025-11-09,Violent
9,Robbery,5,6,-16.7,10,17,-41.2,103,119,-13.4,-36.4,-36.8,-87.6,2025-11-09,Property
9,Felony Assault,1,3,-66.7,9,13,-30.8,163,174,-6.3,-15.5,21.6,-67.6,2025-11-09,Violent
9,Burglary,4,4,0,10,18,-44.4,138,142,-2.8,-42,-28.1,-82.8,2025-11-09,Property
9,Grand Larceny,14,11,27.3,74,67,10.4,699,658,6.2,-18.8,6.1,-51.2,2025-11-09,Property
9,Motor Vehicle Theft,0,3,-100,0,7,-100,31,40,-22.5,-20.5,-27.9,-93.6,2025-11-09,Property
9,Total Major Felonies,24,28,-14.3,104,123,-15.4,1150,1151,-0.1,-23.9,-4.7,-72,2025-11-09,Combined Total
9,Transit System Crimes,0,0,NA,2,1,100,14,11,27.3,27.3,-30,NA,2025-11-09,Other/Mixed Category
9,Housing System Crimes,1,2,-50,5,7,-28.6,111,79,40.5,0.9,11,NA,2025-11-09,Other/Mixed Category
9,Petty Theft,25,58,-56.9,138,158,-12.7,1387,1349,2.8,7.9,-6.3,NA,2025-11-09,Property
9,Retail Theft,14,33,-57.6,70,94,-25.5,706,784,-9.9,-2.6,NA,NA,2025-11-09,Other/Mixed Category
9,Misdemeanor Assault,8,10,-20,45,39,15.4,397,374,6.1,-0.5,-2.2,NA,2025-11-09,Violent
9,Rape (FBI/UCR Definition),0,1,-100,1,1,0,16,19,-15.8,-50,NA,NA,2025-11-09,Violent
9,Other Sex Crimes,1,2,-50,3,4,-25,41,60,-31.7,-25.5,NA,NA,2025-11-09,Other/Mixed Category
9,Shooting Victims,0,0,NA,0,0,NA,4,6,-33.3,33.3,-33.3,-85.7,2025-11-09,Other/Mixed Category
9,Shooting Incidents,0,0,NA,0,0,NA,2,4,-50,-33.3,-66.7,-91.3,2025-11-09,Other/Mixed Category
10,Murder,0,0,NA,0,0,NA,1,0,NA,NA,0,-87.5,2025-11-09,Violent
10,Rape,1,1,0,3,2,50,15,12,25,200,87.5,-34.8,2025-11-09,Violent
10,Robbery,2,1,100,12,8,50,95,96,-1,-20.2,1.1,-82.3,2025-11-09,Property
10,Felony Assault,3,3,0,15,12,25,135,115,17.4,-4.9,17.4,-38.4,2025-11-09,Violent
10,Burglary,1,1,0,7,3,133.3,91,82,11,-23.5,2.2,-83.2,2025-11-09,Property
10,Grand Larceny,11,17,-35.3,62,63,-1.6,567,614,-7.7,-15.2,1.2,-22,2025-11-09,Property
10,Motor Vehicle Theft,1,0,NA,4,3,33.3,28,45,-37.8,-60,-26.3,-93.7,2025-11-09,Property
10,Total Major Felonies,19,23,-17.4,103,91,13.2,932,964,-3.3,-17.1,3,-62.7,2025-11-09,Combined Total
10,Transit System Crimes,0,1,-100,3,6,-50,27,31,-12.9,-15.6,107.7,NA,2025-11-09,Other/Mixed Category
10,Housing System Crimes,3,0,NA,8,4,100,39,38,2.6,-11.4,5.4,NA,2025-11-09,Other/Mixed Category
10,Petty Theft,21,17,23.5,61,84,-27.4,747,629,18.8,4.2,1.1,NA,2025-11-09,Property
10,Retail Theft,8,10,-20,36,53,-32.1,396,303,30.7,-1.7,NA,NA,2025-11-09,Other/Mixed Category
10,Misdemeanor Assault,7,6,16.7,33,29,13.8,270,287,-5.9,-12.9,-5.9,NA,2025-11-09,Violent
10,Rape (FBI/UCR Definition),1,1,0,4,3,33.3,17,23,-26.1,112.5,NA,NA,2025-11-09,Violent
10,Other Sex Crimes,1,0,NA,3,1,200,49,50,-2,-3.9,NA,NA,2025-11-09,Other/Mixed Category
10,Shooting Victims,0,0,NA,0,0,NA,2,1,100,NA,-60,-80,2025-11-09,Other/Mixed Category
10,Shooting Incidents,0,0,NA,0,0,NA,2,1,100,NA,-33.3,-80,2025-11-09,Other/Mixed Category
13,Murder,0,0,NA,0,0,NA,1,2,-50,0,-66.7,-83.3,2025-11-09,Violent
13,Rape,0,2,-100,1,5,-80,18,19,-5.3,63.6,63.6,12.5,2025-11-09,Violent
13,Robbery,5,9,-44.4,20,21,-4.8,168,144,16.7,8.4,7,-81.3,2025-11-09,Property
13,Felony Assault,4,3,33.3,21,20,5,256,205,24.9,26.7,113.3,0.4,2025-11-09,Violent
13,Burglary,8,4,100,33,18,83.3,324,176,84.1,67.9,50,-76.7,2025-11-09,Property
13,Grand Larceny,25,33,-24.2,133,109,22,1073,924,16.1,18.8,-14.6,-54.8,2025-11-09,Property
