precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,NA,2026-02-08,Violent
1,Rape,0,3,-100,0,3,-100,0,5,-100,-100,NA,-100,2026-02-08,Violent
1,Robbery,2,5,-60,9,8,12.5,18,11,63.6,20,125,-81.4,2026-02-08,Property
1,Felony Assault,4,2,100,11,8,37.5,21,8,162.5,110,200,31.2,2026-02-08,Violent
1,Burglary,1,6,-83.3,8,16,-50,13,19,-31.6,-40.9,-40.9,-86.5,2026-02-08,Property
1,Grand Larceny,25,28,-10.7,95,92,3.3,130,123,5.7,30,17.1,-65.1,2026-02-08,Property
1,Motor Vehicle Theft,1,1,0,1,2,-50,2,2,0,-33.3,NA,-98.1,2026-02-08,Property
1,Total Major Felonies,33,45,-26.7,124,129,-3.9,184,168,9.5,20.3,24.3,-73.3,2026-02-08,Combined Total
1,Transit System Crimes,0,3,-100,0,6,-100,2,7,-71.4,-66.7,-80,NA,2026-02-08,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-02-08,Other/Mixed Category
1,Petty Theft,49,68,-27.9,194,271,-28.4,289,368,-21.5,-30.5,80.6,NA,2026-02-08,Property
1,Retail Theft,48,70,-31.4,200,265,-24.5,299,362,-17.4,-27.6,NA,NA,2026-02-08,Other/Mixed Category
1,Misdemeanor Assault,7,6,16.7,24,42,-42.9,32,49,-34.7,6.7,33.3,NA,2026-02-08,Violent
1,Rape (FBI/UCR Definition),0,3,-100,0,3,-100,0,5,-100,-100,NA,NA,2026-02-08,Violent
1,Other Sex Crimes,1,3,-66.7,4,5,-20,9,5,80,0,NA,NA,2026-02-08,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-08,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-08,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-02-08,Violent
5,Rape,0,1,-100,1,1,0,1,2,-50,NA,0,0,2026-02-08,Violent
