precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Violent
1,Rape,0,0,NA,1,2,-50,1,2,-50,-50,NA,0,2025-01-26,Violent
1,Robbery,1,2,-50,6,9,-33.3,6,9,-33.3,-45.5,20,-90.9,2025-01-26,Property
1,Felony Assault,1,4,-75,5,8,-37.5,4,7,-42.9,-60,33.3,-73.3,2025-01-26,Violent
1,Burglary,3,3,0,8,17,-52.9,8,14,-42.9,-42.9,-52.9,-88.6,2025-01-26,Property
1,Grand Larceny,24,12,100,85,68,25,83,64,29.7,0,18.6,-67.7,2025-01-26,Property
1,Motor Vehicle Theft,0,0,NA,1,2,-50,1,2,-50,-75,NA,-98.4,2025-01-26,Property
1,Total Major Felonies,29,21,38.1,106,106,0,103,98,5.1,-16.9,8.4,-78.2,2025-01-26,Combined Total
1,Transit System Crimes,2,0,NA,4,4,0,4,3,33.3,-50,-42.9,NA,2025-01-26,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Other/Mixed Category
1,Petty Theft,68,76,-10.5,294,326,-9.8,252,295,-14.6,-6.7,125,NA,2025-01-26,Property
1,Retail Theft,66,74,-10.8,281,321,-12.5,244,290,-15.9,-10.9,NA,NA,2025-01-26,Other/Mixed Category
1,Misdemeanor Assault,9,4,125,40,16,150,36,16,125,56.5,176.9,NA,2025-01-26,Violent
1,Rape (FBI/UCR Definition),0,0,NA,1,3,-66.7,1,3,-66.7,-50,NA,NA,2025-01-26,Violent
1,Other Sex Crimes,0,1,-100,1,4,-75,0,3,-100,-100,NA,NA,2025-01-26,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2025-01-26,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2025-01-26,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2025-01-26,Violent
5,Rape,0,0,NA,2,0,NA,1,0,NA,NA,0,0,2025-01-26,Violent
5,Robbery,2,1,100,9,8,12.5,9,8,12.5,28.6,-10,-76.3,2025-01-26,Property
5,Felony Assault,2,0,NA,6,13,-53.8,4,13,-69.2,-66.7,-50,-75,2025-01-26,Violent
5,Burglary,3,4,-25,6,10,-40,5,10,-50,-44.4,-68.8,-93.5,2025-01-26,Property
5,Grand Larceny,11,24,-54.2,58,69,-15.9,52,67,-22.4,23.8,26.8,-51.4,2025-01-26,Property
5,Motor Vehicle Theft,0,0,NA,0,5,-100,0,5,-100,-100,-100,-100,2025-01-26,Property
5,Total Major Felonies,18,29,-37.9,81,105,-22.9,71,103,-31.1,-4.1,-7.8,-74,2025-01-26,Combined Total
5,Transit System Crimes,0,2,-100,2,7,-71.4,2,7,-71.4,NA,0,NA,2025-01-26,Other/Mixed Category
5,Housing System Crimes,1,0,NA,3,2,50,3,2,50,0,-25,NA,2025-01-26,Other/Mixed Category
5,Petty Theft,38,27,40.7,131,105,24.8,122,88,38.6,67.1,45.2,NA,2025-01-26,Property
5,Retail Theft,33,21,57.1,103,81,27.2,97,68,42.6,162.2,NA,NA,2025-01-26,Other/Mixed Category
5,Misdemeanor Assault,8,7,14.3,22,30,-26.7,22,26,-15.4,0,46.7,NA,2025-01-26,Violent
5,Rape (FBI/UCR Definition),0,0,NA,2,2,0,1,2,-50,NA,NA,NA,2025-01-26,Violent
5,Other Sex Crimes,1,1,0,1,7,-85.7,1,6,-83.3,-66.7,NA,NA,2025-01-26,Other/Mixed Category
5,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2025-01-26,Other/Mixed Category
5,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2025-01-26,Other/Mixed Category
6,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Violent
6,Rape,0,0,NA,0,1,-100,0,0,NA,-100,NA,-100,2025-01-26,Violent
6,Robbery,2,3,-33.3,6,10,-40,5,9,-44.4,-61.5,-72.2,-93,2025-01-26,Property
6,Felony Assault,0,1,-100,7,8,-12.5,5,8,-37.5,-37.5,-16.7,-66.7,2025-01-26,Violent
6,Burglary,3,5,-40,15,20,-25,11,19,-42.1,-62.1,-52.2,-80,2025-01-26,Property
6,Grand Larceny,12,17,-29.4,70,79,-11.4,63,70,-10,-37,-10,-65.4,2025-01-26,Property
6,Motor Vehicle Theft,0,1,-100,1,4,-75,1,3,-66.7,0,0,-98.5,2025-01-26,Property
6,Total Major Felonies,17,27,-37,99,122,-18.9,85,109,-22,-44.1,-28,-78.1,2025-01-26,Combined Total
6,Transit System Crimes,1,0,NA,4,5,-20,4,5,-20,100,-66.7,NA,2025-01-26,Other/Mixed Category
6,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Other/Mixed Category
6,Petty Theft,20,28,-28.6,112,104,7.7,101,92,9.8,-20.5,7.4,NA,2025-01-26,Property
6,Retail Theft,17,25,-32,78,88,-11.4,70,76,-7.9,-28.6,NA,NA,2025-01-26,Other/Mixed Category
6,Misdemeanor Assault,7,3,133.3,24,27,-11.1,21,24,-12.5,-30,133.3,NA,2025-01-26,Violent
6,Rape (FBI/UCR Definition),0,0,NA,0,1,-100,0,0,NA,-100,NA,NA,2025-01-26,Violent
6,Other Sex Crimes,0,0,NA,5,3,66.7,5,2,150,-37.5,NA,NA,2025-01-26,Other/Mixed Category
6,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Other/Mixed Category
6,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Other/Mixed Category
7,Murder,0,0,NA,1,0,NA,1,0,NA,NA,NA,-50,2025-01-26,Violent
7,Rape,1,0,NA,1,1,0,1,0,NA,0,0,0,2025-01-26,Violent
7,Robbery,4,1,300,6,8,-25,5,7,-28.6,-28.6,-54.5,-91.2,2025-01-26,Property
7,Felony Assault,3,4,-25,12,18,-33.3,10,17,-41.2,-16.7,25,25,2025-01-26,Violent
7,Burglary,1,2,-50,7,9,-22.2,7,9,-22.2,16.7,75,-75,2025-01-26,Property
7,Grand Larceny,3,7,-57.1,25,28,-10.7,23,23,0,-45.2,91.7,-8,2025-01-26,Property
7,Motor Vehicle Theft,0,0,NA,0,5,-100,0,4,-100,-100,-100,-100,2025-01-26,Property
7,Total Major Felonies,12,14,-14.3,52,69,-24.6,47,60,-21.7,-34.7,17.5,-70.1,2025-01-26,Combined Total
7,Transit System Crimes,0,0,NA,1,0,NA,1,0,NA,0,0,NA,2025-01-26,Other/Mixed Category
7,Housing System Crimes,3,2,50,17,12,41.7,12,12,0,71.4,20,NA,2025-01-26,Other/Mixed Category
7,Petty Theft,25,22,13.6,79,88,-10.2,71,83,-14.5,-18.4,51.1,NA,2025-01-26,Property
7,Retail Theft,17,17,0,42,56,-25,37,51,-27.5,-27.5,NA,NA,2025-01-26,Other/Mixed Category
7,Misdemeanor Assault,7,13,-46.2,30,41,-26.8,24,38,-36.8,4.3,9.1,NA,2025-01-26,Violent
7,Rape (FBI/UCR Definition),1,0,NA,1,1,0,1,0,NA,-66.7,NA,NA,2025-01-26,Violent
7,Other Sex Crimes,0,2,-100,4,3,33.3,4,2,100,300,NA,NA,2025-01-26,Other/Mixed Category
7,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,-100,-100,-100,2025-01-26,Other/Mixed Category
7,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,-100,-100,-100,2025-01-26,Other/Mixed Category
9,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2025-01-26,Violent
9,Rape,0,1,-100,0,2,-100,0,2,-100,-100,NA,-100,2025-01-26,Violent
9,Robbery,3,2,50,13,11,18.2,11,10,10,57.1,22.2,-84.1,2025-01-26,Property
9,Felony Assault,5,3,66.7,13,17,-23.5,13,17,-23.5,-7.1,62.5,-75,2025-01-26,Violent
9,Burglary,1,8,-87.5,8,13,-38.5,7,13,-46.2,-73.1,-74.1,-91.5,2025-01-26,Property
9,Grand Larceny,13,19,-31.6,54,63,-14.3,48,59,-18.6,-21.3,-21.3,-55.6,2025-01-26,Property
9,Motor Vehicle Theft,1,0,NA,7,1,600,6,1,500,200,50,-80.6,2025-01-26,Property
9,Total Major Felonies,23,33,-30.3,95,107,-11.2,85,102,-16.7,-24.8,-22,-75.5,2025-01-26,Combined Total
9,Transit System Crimes,0,2,-100,2,5,-60,2,4,-50,100,-33.3,NA,2025-01-26,Other/Mixed Category
9,Housing System Crimes,1,0,NA,11,1,1000,11,1,1000,22.2,22.2,NA,2025-01-26,Other/Mixed Category
9,Petty Theft,25,26,-3.8,106,88,20.5,100,85,17.6,9.9,-8.3,NA,2025-01-26,Property
9,Retail Theft,17,13,30.8,53,52,1.9,51,50,2,2,NA,NA,2025-01-26,Other/Mixed Category
9,Misdemeanor Assault,3,5,-40,27,33,-18.2,26,30,-13.3,-23.5,-16.1,NA,2025-01-26,Violent
9,Rape (FBI/UCR Definition),0,1,-100,0,3,-100,0,3,-100,-100,NA,NA,2025-01-26,Violent
9,Other Sex Crimes,2,3,-33.3,9,4,125,9,4,125,200,NA,NA,2025-01-26,Other/Mixed Category
9,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2025-01-26,Other/Mixed Category
9,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2025-01-26,Other/Mixed Category
10,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-01-26,Violent
10,Rape,0,0,NA,1,2,-50,1,1,0,NA,NA,-66.7,2025-01-26,Violent
10,Robbery,1,1,0,7,10,-30,7,10,-30,75,-12.5,-83.7,2025-01-26,Property
10,Felony Assault,2,0,NA,11,4,175,10,3,233.3,11.1,0,-50,2025-01-26,Violent
10,Burglary,2,0,NA,5,10,-50,5,9,-44.4,-37.5,-44.4,-80,2025-01-26,Property
10,Grand Larceny,9,6,50,41,38,7.9,38,34,11.8,-7.3,-20.8,-24,2025-01-26,Property
10,Motor Vehicle Theft,0,2,-100,2,6,-66.7,2,6,-66.7,100,100,-94.7,2025-01-26,Property
10,Total Major Felonies,14,9,55.6,67,70,-4.3,63,63,0,0,-17.1,-64.8,2025-01-26,Combined Total
