precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2026-04-12,Violent
1,Rape,0,0,NA,1,3,-66.7,1,8,-87.5,-80,NA,-50,2026-04-12,Violent
1,Robbery,7,6,16.7,10,19,-47.4,33,43,-23.3,0,83.3,-87.5,2026-04-12,Property
1,Felony Assault,0,7,-100,9,18,-50,58,42,38.1,26.1,314.3,11.5,2026-04-12,Violent
1,Burglary,3,4,-25,15,15,0,50,50,0,-26.5,-12.3,-79.7,2026-04-12,Property
1,Grand Larceny,25,21,19,109,89,22.5,333,351,-5.1,12.5,9.2,-64.5,2026-04-12,Property
1,Motor Vehicle Theft,2,2,0,9,6,50,16,11,45.5,60,300,-93.3,2026-04-12,Property
1,Total Major Felonies,37,40,-7.5,153,150,2,491,505,-2.8,7,23.4,-71.9,2026-04-12,Combined Total
1,Transit System Crimes,1,6,-83.3,6,15,-60,13,38,-65.8,-35,-43.5,NA,2026-04-12,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-04-12,Other/Mixed Category
1,Petty Theft,59,65,-9.2,201,273,-26.4,699,986,-29.1,-38.8,60.7,NA,2026-04-12,Property
1,Retail Theft,59,64,-7.8,185,258,-28.3,677,976,-30.6,-40.4,NA,NA,2026-04-12,Other/Mixed Category
1,Misdemeanor Assault,12,9,33.3,44,42,4.8,112,130,-13.8,-8.2,69.7,NA,2026-04-12,Violent
1,Rape (FBI/UCR Definition),0,1,-100,1,4,-75,1,11,-90.9,-83.3,NA,NA,2026-04-12,Violent
1,Other Sex Crimes,3,4,-25,7,12,-41.7,18,27,-33.3,-28,NA,NA,2026-04-12,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-04-12,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-04-12,Other/Mixed Category
5,Murder,0,0,NA,0,0,NA,0,0,NA,NA,NA,-100,2026-04-12,Violent
5,Rape,0,0,NA,2,1,100,5,4,25,400,400,66.7,2026-04-12,Violent
