precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,3,-100,NA,-100,-100,2025-11-23,Violent
1,Rape,0,1,-100,1,2,-50,16,15,6.7,-5.9,300,45.5,2025-11-23,Violent
1,Robbery,3,4,-25,14,17,-17.6,142,134,6,17.4,75.3,-81.7,2025-11-23,Property
1,Felony Assault,1,3,-66.7,10,9,11.1,142,179,-20.7,10.1,121.9,-13.9,2025-11-23,Violent
1,Burglary,2,1,100,12,9,33.3,174,182,-4.4,-3.3,10.8,-78.4,2025-11-23,Property
1,Grand Larceny,26,30,-13.3,99,114,-13.2,1094,1069,2.3,-7.6,12.3,-69,2025-11-23,Property
1,Motor Vehicle Theft,0,0,NA,1,4,-75,32,41,-22,-53.6,-13.5,-96.1,2025-11-23,Property
1,Total Major Felonies,32,39,-17.9,137,155,-11.6,1600,1623,-1.4,-5.9,21.3,-73.9,2025-11-23,Combined Total
1,Transit System Crimes,1,1,0,9,6,50,88,88,0,-12.9,49.2,NA,2025-11-23,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2025-11-23,Other/Mixed Category
1,Petty Theft,53,100,-47,259,310,-16.5,3146,3498,-10.1,-15.5,103.5,NA,2025-11-23,Property
1,Retail Theft,53,90,-41.1,239,306,-21.9,3052,3380,-9.7,-18.6,NA,NA,2025-11-23,Other/Mixed Category
1,Misdemeanor Assault,3,8,-62.5,36,36,0,404,410,-1.5,7.7,72.6,NA,2025-11-23,Violent
1,Rape (FBI/UCR Definition),0,1,-100,1,2,-50,19,19,0,-5,NA,NA,2025-11-23,Violent
1,Other Sex Crimes,0,1,-100,8,5,60,93,92,1.1,3.3,NA,NA,2025-11-23,Other/Mixed Category
1,Shooting Victims,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-11-23,Other/Mixed Category
1,Shooting Incidents,0,0,NA,0,0,NA,0,2,-100,NA,-100,-100,2025-11-23,Other/Mixed Category
5,Murder,0,0,NA,0,1,-100,3,3,0,-50,200,-57.1,2025-11-23,Violent
5,Rape,2,0,NA,2,1,100,20,17,17.6,233.3,100,100,2025-11-23,Violent
5,Robbery,3,1,200,12,15,-20,132,148,-10.8,23.4,37.5,-82.1,2025-11-23,Property
5,Felony Assault,5,3,66.7,26,20,30,265,219,21,48,117.2,-1.9,2025-11-23,Violent
5,Burglary,0,2,-100,8,19,-57.9,113,142,-20.4,-27.1,-2.6,-83.6,2025-11-23,Property
5,Grand Larceny,22,14,57.1,79,55,43.6,653,694,-5.9,0.3,23.7,-54.3,2025-11-23,Property
