precinct,crime,lastweek2024,lastweek2023,week_pct_change,lastmonth2024,lastmonth2023,month_pct_change,yeartodate2024,yeartodate2023,yeartodate_pct_change,ytd_2yr_pct_change,ytd_14yr_pct_change,ytd_31yr_pct_change,lastdate,type
1,Murder,0,0,NA,0,0,NA,0,0,NA,-100,NA,-100,2026-05-10,Violent
1,Rape,0,0,NA,1,1,0,2,9,-77.8,-75,NA,-50,2026-05-10,Violent
1,Robbery,3,5,-40,13,15,-13.3,45,58,-22.4,2.3,87.5,-85.4,2026-05-10,Property
1,Felony Assault,7,4,75,13,11,18.2,73,53,37.7,17.7,265,21.7,2026-05-10,Violent
1,Burglary,8,9,-11.1,21,23,-8.7,71,73,-2.7,-11.2,6,-77.1,2026-05-10,Property
1,Grand Larceny,25,17,47.1,75,80,-6.2,411,431,-4.6,5.4,6.8,-66.1,2026-05-10,Property
1,Motor Vehicle Theft,0,0,NA,6,2,200,22,13,69.2,120,144.4,-92.8,2026-05-10,Property
1,Total Major Felonies,43,35,22.9,129,132,-2.3,624,637,-2,4.7,23.6,-71.8,2026-05-10,Combined Total
1,Transit System Crimes,2,1,100,9,3,200,21,41,-48.8,-22.2,-12.5,NA,2026-05-10,Other/Mixed Category
1,Housing System Crimes,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,2026-05-10,Other/Mixed Category
1,Petty Theft,50,88,-43.2,241,275,-12.4,941,1261,-25.4,-35.7,59,NA,2026-05-10,Property
1,Retail Theft,51,89,-42.7,215,263,-18.3,893,1239,-27.9,-38.3,NA,NA,2026-05-10,Other/Mixed Category
1,Misdemeanor Assault,10,2,400,31,30,3.3,141,160,-11.9,-11.3,64,NA,2026-05-10,Violent
1,Rape (FBI/UCR Definition),0,0,NA,2,1,100,3,12,-75,-66.7,NA,NA,2026-05-10,Violent
1,Other Sex Crimes,3,3,0,8,11,-27.3,26,38,-31.6,-21.2,NA,NA,2026-05-10,Other/Mixed Category
1,Shooting Victims,0,0,NA,1,0,NA,1,0,NA,0,NA,-75,2026-05-10,Other/Mixed Category
1,Shooting Incidents,0,0,NA,1,0,NA,1,0,NA,0,NA,-75,2026-05-10,Other/Mixed Category
5,Murder,0,1,-100,0,2,-100,0,2,-100,NA,NA,-100,2026-05-10,Violent
5,Rape,0,0,NA,1,3,-66.7,6,7,-14.3,200,100,50,2026-05-10,Violent
5,Robbery,3,2,50,11,16,-31.2,54,56,-3.6,50,86.2,-77.9,2026-05-10,Property
5,Felony Assault,6,3,100,27,19,42.1,92,74,24.3,27.8,70.4,10.8,2026-05-10,Violent
5,Burglary,6,1,500,15,9,66.7,67,37,81.1,8.1,21.8,-76.3,2026-05-10,Property
5,Grand Larceny,9,16,-43.8,53,57,-7,238,232,2.6,-6.3,36.8,-54.1,2026-05-10,Property
5,Motor Vehicle Theft,0,0,NA,0,0,NA,3,5,-40,-72.7,-40,-97.5,2026-05-10,Property
5,Total Major Felonies,24,23,4.3,107,106,0.9,460,413,11.4,5.3,43.8,-63.3,2026-05-10,Combined Total
